cod_prod;brand;line_model;width;aspect;rim;size_norm;original_label;query_strict;keywords;size_regex;ean_gtin
37586;Michelin;Xlt A/S 2;265;50;20;265 50 r20;;pneu 265 50 r20 Michelin Xlt A/S 2;['265/50R20', '265 50 R20', 'Michelin', 'Xlt A/S 2'];\b265[/\s-]?50\s*R?\s*20\b;37586
48492;Milever;Ma349;215;50;17;215 50 r17;;pneu 215 50 r17 Milever Ma349;['215/50R17', '215 50 R17', 'Milever', 'Ma349'];\b215[/\s-]?50\s*R?\s*17\b;48492
42157;Milever;Mp270;205;55;16;205 55 r16;;pneu 205 55 r16 Milever Mp270;['205/55R16', '205 55 R16', 'Milever', 'Mp270'];\b205[/\s-]?55\s*R?\s*16\b;42157
48269;Milever;Mu069;235;75;15;235 75 r15;;pneu 235 75 r15 Milever Mu069;['235/75R15', '235 75 R15', 'Milever', 'Mu069'];\b235[/\s-]?75\s*R?\s*15\b;48269
3749;Nakata;N92018;350;99;7;350 99 r7;;pneu 350 99 r7 Nakata N92018;['350/99R7', '350 99 R7', 'Nakata', 'N92018'];\b350[/\s-]?99\s*R?\s*7\b;7890903004914
41483;Nexen;Roadian At Pro;275;70;18;275 70 r18;;pneu 275 70 r18 Nexen Roadian At Pro;['275/70R18', '275 70 R18', 'Nexen', 'Roadian At Pro'];\b275[/\s-]?70\s*R?\s*18\b;41483
46905;Nexen;Roadian Gtx;225;65;17;225 65 r17;;pneu 225 65 r17 Nexen Roadian Gtx;['225/65R17', '225 65 R17', 'Nexen', 'Roadian Gtx'];\b225[/\s-]?65\s*R?\s*17\b;46905
35880;Onyx;Ny-20;225;70;15;225 70 r15;;pneu 225 70 r15 Onyx Ny-20;['225/70R15', '225 70 R15', 'Onyx', 'Ny-20'];\b225[/\s-]?70\s*R?\s*15\b;35880
48093;Onyx;Ny805;175;65;14;175 65 r14;;pneu 175 65 r14 Onyx Ny805;['175/65R14', '175 65 R14', 'Onyx', 'Ny805'];\b175[/\s-]?65\s*R?\s*14\b;48093
46718;Onyx;Ny901;185;55;16;185 55 r16;;pneu 185 55 r16 Onyx Ny901;['185/55R16', '185 55 R16', 'Onyx', 'Ny901'];\b185[/\s-]?55\s*R?\s*16\b;46718
32657;Pirelli;Cint P1;185;70;14;185 70 r14;;pneu 185 70 r14 Pirelli Cint P1;['185/70R14', '185 70 R14', 'Pirelli', 'Cint P1'];\b185[/\s-]?70\s*R?\s*14\b;32657
25765;Pirelli;Cint P1 Plus;215;45;17;215 45 r17;;pneu 215 45 r17 Pirelli Cint P1 Plus;['215/45R17', '215 45 R17', 'Pirelli', 'Cint P1 Plus'];\b215[/\s-]?45\s*R?\s*17\b;25765
15347;Pirelli;Cint P7;215;50;17;215 50 r17;;pneu 215 50 r17 Pirelli Cint P7;['215/50R17', '215 50 R17', 'Pirelli', 'Cint P7'];\b215[/\s-]?50\s*R?\s*17\b;15347
46906;Pirelli;P400;185;60;15;185 60 r15;;pneu 185 60 r15 Pirelli P400;['185/60R15', '185 60 R15', 'Pirelli', 'P400'];\b185[/\s-]?60\s*R?\s*15\b;46906
3038;Pirelli;P400 Evo;175;65;14;175 65 r14;;pneu 175 65 r14 Pirelli P400 Evo;['175/65R14', '175 65 R14', 'Pirelli', 'P400 Evo'];\b175[/\s-]?65\s*R?\s*14\b;3038
26475;Pirelli;P400 Evo;175;70;14;175 70 r14;;pneu 175 70 r14 Pirelli P400 Evo;['175/70R14', '175 70 R14', 'Pirelli', 'P400 Evo'];\b175[/\s-]?70\s*R?\s*14\b;26475
47970;Pirelli;P400 Evo;185;60;15;185 60 r15;;pneu 185 60 r15 Pirelli P400 Evo;['185/60R15', '185 60 R15', 'Pirelli', 'P400 Evo'];\b185[/\s-]?60\s*R?\s*15\b;47970
28822;Pirelli;P400 Evo;195;55;15;195 55 r15;;pneu 195 55 r15 Pirelli P400 Evo;['195/55R15', '195 55 R15', 'Pirelli', 'P400 Evo'];\b195[/\s-]?55\s*R?\s*15\b;28822
25678;Pirelli;P400 Evo;195;65;15;195 65 r15;;pneu 195 65 r15 Pirelli P400 Evo;['195/65R15', '195 65 R15', 'Pirelli', 'P400 Evo'];\b195[/\s-]?65\s*R?\s*15\b;25678
28242;Pirelli;P400 Evo;205;55;16;205 55 r16;;pneu 205 55 r16 Pirelli P400 Evo;['205/55R16', '205 55 R16', 'Pirelli', 'P400 Evo'];\b205[/\s-]?55\s*R?\s*16\b;28242
43590;Pirelli;Powergy;215;45;17;215 45 r17;;pneu 215 45 r17 Pirelli Powergy;['215/45R17', '215 45 R17', 'Pirelli', 'Powergy'];\b215[/\s-]?45\s*R?\s*17\b;43590
40602;Pirelli;Powergy;225;45;17;225 45 r17;;pneu 225 45 r17 Pirelli Powergy;['225/45R17', '225 45 R17', 'Pirelli', 'Powergy'];\b225[/\s-]?45\s*R?\s*17\b;40602
46634;Pirelli;Pv400 Evo;185;65;15;185 65 r15;;pneu 185 65 r15 Pirelli Pv400 Evo;['185/65R15', '185 65 R15', 'Pirelli', 'Pv400 Evo'];\b185[/\s-]?65\s*R?\s*15\b;46634
41068;Pirelli;Scorpion;215;55;17;215 55 r17;;pneu 215 55 r17 Pirelli Scorpion;['215/55R17', '215 55 R17', 'Pirelli', 'Scorpion'];\b215[/\s-]?55\s*R?\s*17\b;41068
41872;Pirelli;Scorpion;225;60;18;225 60 r18;;pneu 225 60 r18 Pirelli Scorpion;['225/60R18', '225 60 R18', 'Pirelli', 'Scorpion'];\b225[/\s-]?60\s*R?\s*18\b;41872
22852;Pirelli;Scorpion Atr Xl;225;65;17;225 65 r17;;pneu 225 65 r17 Pirelli Scorpion Atr Xl;['225/65R17', '225 65 R17', 'Pirelli', 'Scorpion Atr Xl'];\b225[/\s-]?65\s*R?\s*17\b;22852
44649;Pirelli;Scorpion Ks;205;60;16;205 60 r16;;pneu 205 60 r16 Pirelli Scorpion Ks;['205/60R16', '205 60 R16', 'Pirelli', 'Scorpion Ks'];\b205[/\s-]?60\s*R?\s*16\b;44649
46652;Pirelli;Scorpion Ks;205;65;16;205 65 r16;;pneu 205 65 r16 Pirelli Scorpion Ks;['205/65R16', '205 65 R16', 'Pirelli', 'Scorpion Ks'];\b205[/\s-]?65\s*R?\s*16\b;46652
16821;Pirelli;Scorpion Str;245;50;20;245 50 r20;;pneu 245 50 r20 Pirelli Scorpion Str;['245/50R20', '245 50 R20', 'Pirelli', 'Scorpion Str'];\b245[/\s-]?50\s*R?\s*20\b;16821
21557;Pirelli;Scorpion Verde;225;55;18;225 55 r18;;pneu 225 55 r18 Pirelli Scorpion Verde;['225/55R18', '225 55 R18', 'Pirelli', 'Scorpion Verde'];\b225[/\s-]?55\s*R?\s*18\b;21557
46047;Roadcruza;Ra1100;175;70;14;175 70 r14;;pneu 175 70 r14 Roadcruza Ra1100;['175/70R14', '175 70 R14', 'Roadcruza', 'Ra1100'];\b175[/\s-]?70\s*R?\s*14\b;46047
42287;Roadcruza;Ra1100;205;60;15;205 60 r15;;pneu 205 60 r15 Roadcruza Ra1100;['205/60R15', '205 60 R15', 'Roadcruza', 'Ra1100'];\b205[/\s-]?60\s*R?\s*15\b;42287
46043;Roadcruza;Ra1100;225;60;18;225 60 r18;;pneu 225 60 r18 Roadcruza Ra1100;['225/60R18', '225 60 R18', 'Roadcruza', 'Ra1100'];\b225[/\s-]?60\s*R?\s*18\b;46043
44822;Roadcruza;Ra1100;235;60;18;235 60 r18;;pneu 235 60 r18 Roadcruza Ra1100;['235/60R18', '235 60 R18', 'Roadcruza', 'Ra1100'];\b235[/\s-]?60\s*R?\s*18\b;44822
46127;Roadcruza;Ra1100;235;75;15;235 75 r15;;pneu 235 75 r15 Roadcruza Ra1100;['235/75R15', '235 75 R15', 'Roadcruza', 'Ra1100'];\b235[/\s-]?75\s*R?\s*15\b;46127
43436;Roadcruza;Ra1100 At;235;70;16;235 70 r16;;pneu 235 70 r16 Roadcruza Ra1100 At;['235/70R16', '235 70 R16', 'Roadcruza', 'Ra1100 At'];\b235[/\s-]?70\s*R?\s*16\b;43436
43181;Roadcruza;Ra1100 At;265;60;18;265 60 r18;;pneu 265 60 r18 Roadcruza Ra1100 At;['265/60R18', '265 60 R18', 'Roadcruza', 'Ra1100 At'];\b265[/\s-]?60\s*R?\s*18\b;43181
48162;Roadcruza;Ra1100 At;265;65;17;265 65 r17;;pneu 265 65 r17 Roadcruza Ra1100 At;['265/65R17', '265 65 R17', 'Roadcruza', 'Ra1100 At'];\b265[/\s-]?65\s*R?\s*17\b;48162
47930;Roadcruza;Ra7000;265;65;17;265 65 r17;;pneu 265 65 r17 Roadcruza Ra7000;['265/65R17', '265 65 R17', 'Roadcruza', 'Ra7000'];\b265[/\s-]?65\s*R?\s*17\b;47930
47741;Routeway;Ecoblue Ry26;175;75;14;175 75 r14;;pneu 175 75 r14 Routeway Ecoblue Ry26;['175/75R14', '175 75 R14', 'Routeway', 'Ecoblue Ry26'];\b175[/\s-]?75\s*R?\s*14\b;47741
46900;Routeway;Ecoblue Ry6;175;75;13;175 75 r13;;pneu 175 75 r13 Routeway Ecoblue Ry6;['175/75R13', '175 75 R13', 'Routeway', 'Ecoblue Ry6'];\b175[/\s-]?75\s*R?\s*13\b;46900
44930;Royal Black;Royal A/T;265;65;17;265 65 r17;;pneu 265 65 r17 Royal Black Royal A/T;['265/65R17', '265 65 R17', 'Royal Black', 'Royal A/T'];\b265[/\s-]?65\s*R?\s*17\b;44930
43429;Royal Black;Royal Comfort;215;55;16;215 55 r16;;pneu 215 55 r16 Royal Black Royal Comfort;['215/55R16', '215 55 R16', 'Royal Black', 'Royal Comfort'];\b215[/\s-]?55\s*R?\s*16\b;43429
42321;Royal Black;Royal Mile;185;60;15;185 60 r15;;pneu 185 60 r15 Royal Black Royal Mile;['185/60R15', '185 60 R15', 'Royal Black', 'Royal Mile'];\b185[/\s-]?60\s*R?\s*15\b;42321
40767;Royal Black;Royal Mile;195;55;15;195 55 r15;;pneu 195 55 r15 Royal Black Royal Mile;['195/55R15', '195 55 R15', 'Royal Black', 'Royal Mile'];\b195[/\s-]?55\s*R?\s*15\b;40767
42426;Royal Black;Royal Mile;205;55;16;205 55 r16;;pneu 205 55 r16 Royal Black Royal Mile;['205/55R16', '205 55 R16', 'Royal Black', 'Royal Mile'];\b205[/\s-]?55\s*R?\s*16\b;42426
40769;Royal Black;Royal Mile;215;65;16;215 65 r16;;pneu 215 65 r16 Royal Black Royal Mile;['215/65R16', '215 65 R16', 'Royal Black', 'Royal Mile'];\b215[/\s-]?65\s*R?\s*16\b;40769
48496;Royal Black;Royal Mile Xl;185;55;16;185 55 r16;;pneu 185 55 r16 Royal Black Royal Mile Xl;['185/55R16', '185 55 R16', 'Royal Black', 'Royal Mile Xl'];\b185[/\s-]?55\s*R?\s*16\b;48496
42322;Royal Black;Royal Performance;215;35;18;215 35 r18;;pneu 215 35 r18 Royal Black Royal Performance;['215/35R18', '215 35 R18', 'Royal Black', 'Royal Performance'];\b215[/\s-]?35\s*R?\s*18\b;42322
48523;Saferich;Frc866;215;55;18;215 55 r18;;pneu 215 55 r18 Saferich Frc866;['215/55R18', '215 55 R18', 'Saferich', 'Frc866'];\b215[/\s-]?55\s*R?\s*18\b;48523
19553;Sailun;Atrezzo;185;65;14;185 65 r14;;pneu 185 65 r14 Sailun Atrezzo;['185/65R14', '185 65 R14', 'Sailun', 'Atrezzo'];\b185[/\s-]?65\s*R?\s*14\b;19553
38156;Semperit;Trail Life A/T;205;60;16;205 60 r16;;pneu 205 60 r16 Semperit Trail Life A/T;['205/60R16', '205 60 R16', 'Semperit', 'Trail Life A/T'];\b205[/\s-]?60\s*R?\s*16\b;38156
37864;Semperit;Trail Life A/T;265;70;16;265 70 r16;;pneu 265 70 r16 Semperit Trail Life A/T;['265/70R16', '265 70 R16', 'Semperit', 'Trail Life A/T'];\b265[/\s-]?70\s*R?\s*16\b;37864
47641;Speedmax;Controlmax;185;35;17;185 35 r17;;pneu 185 35 r17 Speedmax Controlmax;['185/35R17', '185 35 R17', 'Speedmax', 'Controlmax'];\b185[/\s-]?35\s*R?\s*17\b;47641
47244;Speedmax;Controlmax;215;45;18;215 45 r18;;pneu 215 45 r18 Speedmax Controlmax;['215/45R18', '215 45 R18', 'Speedmax', 'Controlmax'];\b215[/\s-]?45\s*R?\s*18\b;47244
46291;Speedmax;Hh301;195;55;15;195 55 r15;;pneu 195 55 r15 Speedmax Hh301;['195/55R15', '195 55 R15', 'Speedmax', 'Hh301'];\b195[/\s-]?55\s*R?\s*15\b;46291
48580;Speedmax;Hiscend-H Mht01;265;65;17;265 65 r17;;pneu 265 65 r17 Speedmax Hiscend-H Mht01;['265/65R17', '265 65 R17', 'Speedmax', 'Hiscend-H Mht01'];\b265[/\s-]?65\s*R?\s*17\b;48580
37657;Speedmax;Hr805;235;60;18;235 60 r18;;pneu 235 60 r18 Speedmax Hr805;['235/60R18', '235 60 R18', 'Speedmax', 'Hr805'];\b235[/\s-]?60\s*R?\s*18\b;37657
39967;Speedmax;Hu901;235;40;19;235 40 r19;;pneu 235 40 r19 Speedmax Hu901;['235/40R19', '235 40 R19', 'Speedmax', 'Hu901'];\b235[/\s-]?40\s*R?\s*19\b;39967
47242;Speedmax;Mh01;175;65;14;175 65 r14;;pneu 175 65 r14 Speedmax Mh01;['175/65R14', '175 65 R14', 'Speedmax', 'Mh01'];\b175[/\s-]?65\s*R?\s*14\b;47242
48273;Speedmax;Pangea All Terrain;245;70;16;245 70 r16;;pneu 245 70 r16 Speedmax Pangea All Terrain;['245/70R16', '245 70 R16', 'Speedmax', 'Pangea All Terrain'];\b245[/\s-]?70\s*R?\s*16\b;48273
48272;Speedmax;Pangea All Terrain;265;50;20;265 50 r20;;pneu 265 50 r20 Speedmax Pangea All Terrain;['265/50R20', '265 50 R20', 'Speedmax', 'Pangea All Terrain'];\b265[/\s-]?50\s*R?\s*20\b;48272
48277;Speedmax;Pangea At;235;60;18;235 60 r18;;pneu 235 60 r18 Speedmax Pangea At;['235/60R18', '235 60 R18', 'Speedmax', 'Pangea At'];\b235[/\s-]?60\s*R?\s*18\b;48277
48274;Speedmax;Pangea At;235;75;15;235 75 r15;;pneu 235 75 r15 Speedmax Pangea At;['235/75R15', '235 75 R15', 'Speedmax', 'Pangea At'];\b235[/\s-]?75\s*R?\s*15\b;48274
37661;Speedmax;Spm305;225;50;17;225 50 r17;;pneu 225 50 r17 Speedmax Spm305;['225/50R17', '225 50 R17', 'Speedmax', 'Spm305'];\b225[/\s-]?50\s*R?\s*17\b;37661
48324;Speedmax;Wildwolf W01;225;60;17;225 60 r17;;pneu 225 60 r17 Speedmax Wildwolf W01;['225/60R17', '225 60 R17', 'Speedmax', 'Wildwolf W01'];\b225[/\s-]?60\s*R?\s*17\b;48324
46804;Sumitomo;Bc100;215;45;17;215 45 r17;;pneu 215 45 r17 Sumitomo Bc100;['215/45R17', '215 45 R17', 'Sumitomo', 'Bc100'];\b215[/\s-]?45\s*R?\s*17\b;46804
46806;Sumitomo;Bc100;225;65;17;225 65 r17;;pneu 225 65 r17 Sumitomo Bc100;['225/65R17', '225 65 R17', 'Sumitomo', 'Bc100'];\b225[/\s-]?65\s*R?\s*17\b;46806
40532;Sumitomo;Bc20;175;65;14;175 65 r14;;pneu 175 65 r14 Sumitomo Bc20;['175/65R14', '175 65 R14', 'Sumitomo', 'Bc20'];\b175[/\s-]?65\s*R?\s*14\b;40532
46805;Sumitomo;Reinforced Bc100;215;65;16;215 65 r16;;pneu 215 65 r16 Sumitomo Reinforced Bc100;['215/65R16', '215 65 R16', 'Sumitomo', 'Reinforced Bc100'];\b215[/\s-]?65\s*R?\s*16\b;46805
47820;Sumitomo Tire;Bc100;205;60;16;205 60 r16;;pneu 205 60 r16 Sumitomo Tire Bc100;['205/60R16', '205 60 R16', 'Sumitomo Tire', 'Bc100'];\b205[/\s-]?60\s*R?\s*16\b;47820
44238;Sumitomo Tires;Bc20;185;65;14;185 65 r14;;pneu 185 65 r14 Sumitomo Tires Bc20;['185/65R14', '185 65 R14', 'Sumitomo Tires', 'Bc20'];\b185[/\s-]?65\s*R?\s*14\b;44238
36294;Sumitomo Tires;Bc20;185;65;15;185 65 r15;;pneu 185 65 r15 Sumitomo Tires Bc20;['185/65R15', '185 65 R15', 'Sumitomo Tires', 'Bc20'];\b185[/\s-]?65\s*R?\s*15\b;36294
44562;Sumitomo Tires;Bc20;195;60;15;195 60 r15;;pneu 195 60 r15 Sumitomo Tires Bc20;['195/60R15', '195 60 R15', 'Sumitomo Tires', 'Bc20'];\b195[/\s-]?60\s*R?\s*15\b;44562
33696;Sunfull;Ht782;265;65;17;265 65 r17;;pneu 265 65 r17 Sunfull Ht782;['265/65R17', '265 65 R17', 'Sunfull', 'Ht782'];\b265[/\s-]?65\s*R?\s*17\b;33696
46538;Sunfull;Sf600;175;75;13;175 75 r13;;pneu 175 75 r13 Sunfull Sf600;['175/75R13', '175 75 R13', 'Sunfull', 'Sf600'];\b175[/\s-]?75\s*R?\s*13\b;46538
37670;Sunfull;Sf688;175;80;14;175 80 r14;;pneu 175 80 r14 Sunfull Sf688;['175/80R14', '175 80 R14', 'Sunfull', 'Sf688'];\b175[/\s-]?80\s*R?\s*14\b;37670
43859;Sunny;Na305;205;45;17;205 45 r17;;pneu 205 45 r17 Sunny Na305;['205/45R17', '205 45 R17', 'Sunny', 'Na305'];\b205[/\s-]?45\s*R?\s*17\b;43859
46489;Sunny;Na305;205;50;17;205 50 r17;;pneu 205 50 r17 Sunny Na305;['205/50R17', '205 50 R17', 'Sunny', 'Na305'];\b205[/\s-]?50\s*R?\s*17\b;46489
46490;Sunny;Na305;215;55;18;215 55 r18;;pneu 215 55 r18 Sunny Na305;['215/55R18', '215 55 R18', 'Sunny', 'Na305'];\b215[/\s-]?55\s*R?\s*18\b;46490
45783;Sunny;Na305;225;45;17;225 45 r17;;pneu 225 45 r17 Sunny Na305;['225/45R17', '225 45 R17', 'Sunny', 'Na305'];\b225[/\s-]?45\s*R?\s*17\b;45783
46492;Sunny;Nu025;225;65;17;225 65 r17;;pneu 225 65 r17 Sunny Nu025;['225/65R17', '225 65 R17', 'Sunny', 'Nu025'];\b225[/\s-]?65\s*R?\s*17\b;46492
46485;Sunny;Nu025 H/T;215;60;17;215 60 r17;;pneu 215 60 r17 Sunny Nu025 H/T;['215/60R17', '215 60 R17', 'Sunny', 'Nu025 H/T'];\b215[/\s-]?60\s*R?\s*17\b;46485
46493;Sunny;Nu025 H/T;225;60;18;225 60 r18;;pneu 225 60 r18 Sunny Nu025 H/T;['225/60R18', '225 60 R18', 'Sunny', 'Nu025 H/T'];\b225[/\s-]?60\s*R?\s*18\b;46493
46488;Sunny;Nu031;205;60;16;205 60 r16;;pneu 205 60 r16 Sunny Nu031;['205/60R16', '205 60 R16', 'Sunny', 'Nu031'];\b205[/\s-]?60\s*R?\s*16\b;46488
43536;Sunset;All Terrain T/A;215;65;16;215 65 r16;;pneu 215 65 r16 Sunset All Terrain T/A;['215/65R16', '215 65 R16', 'Sunset', 'All Terrain T/A'];\b215[/\s-]?65\s*R?\s*16\b;43536
48025;Sunset;Enzo B2;205;60;15;205 60 r15;;pneu 205 60 r15 Sunset Enzo B2;['205/60R15', '205 60 R15', 'Sunset', 'Enzo B2'];\b205[/\s-]?60\s*R?\s*15\b;48025
48535;Sunset;G1;205;75;16;205 75 r16;;pneu 205 75 r16 Sunset G1;['205/75R16', '205 75 R16', 'Sunset', 'G1'];\b205[/\s-]?75\s*R?\s*16\b;48535
48149;Sunset;Over Cargo B3 8Pr;205;75;16;205 75 r16;;pneu 205 75 r16 Sunset Over Cargo B3 8Pr;['205/75R16', '205 75 R16', 'Sunset', 'Over Cargo B3 8Pr'];\b205[/\s-]?75\s*R?\s*16\b;48149
48524;Sunset;Venttura Hp B1;235;45;19;235 45 r19;;pneu 235 45 r19 Sunset Venttura Hp B1;['235/45R19', '235 45 R19', 'Sunset', 'Venttura Hp B1'];\b235[/\s-]?45\s*R?\s*19\b;48524
40060;Sunset Tires;All Terrain T/A;225;60;18;225 60 r18;;pneu 225 60 r18 Sunset Tires All Terrain T/A;['225/60R18', '225 60 R18', 'Sunset Tires', 'All Terrain T/A'];\b225[/\s-]?60\s*R?\s*18\b;40060
45201;Sunwide;Rs Zero;185;55;16;185 55 r16;;pneu 185 55 r16 Sunwide Rs Zero;['185/55R16', '185 55 R16', 'Sunwide', 'Rs Zero'];\b185[/\s-]?55\s*R?\s*16\b;45201
38322;Sunwide;Rs-One;205;60;16;205 60 r16;;pneu 205 60 r16 Sunwide Rs-One;['205/60R16', '205 60 R16', 'Sunwide', 'Rs-One'];\b205[/\s-]?60\s*R?\s*16\b;38322
48250;Sunwide;Rs-One;235;50;18;235 50 r18;;pneu 235 50 r18 Sunwide Rs-One;['235/50R18', '235 50 R18', 'Sunwide', 'Rs-One'];\b235[/\s-]?50\s*R?\s*18\b;48250
36753;Sunwide;Rs-One;235;55;17;235 55 r17;;pneu 235 55 r17 Sunwide Rs-One;['235/55R17', '235 55 R17', 'Sunwide', 'Rs-One'];\b235[/\s-]?55\s*R?\s*17\b;36753
48501;Tbb Tires;Tp-16;165;70;13;165 70 r13;;pneu 165 70 r13 Tbb Tires Tp-16;['165/70R13', '165 70 R13', 'Tbb Tires', 'Tp-16'];\b165[/\s-]?70\s*R?\s*13\b;48501
46238;Towin;Wdl0;275;80;22;275 80 r22;;pneu 275 80 r22 Towin Wdl0;['275/80R22', '275 80 R22', 'Towin', 'Wdl0'];\b275[/\s-]?80\s*R?\s*22\b;46238
48024;Tracmax;Xprivilo Ht;265;60;18;265 60 r18;;pneu 265 60 r18 Tracmax Xprivilo Ht;['265/60R18', '265 60 R18', 'Tracmax', 'Xprivilo Ht'];\b265[/\s-]?60\s*R?\s*18\b;48024
46226;Trazano;Cr976A;295;80;22;295 80 r22;;pneu 295 80 r22 Trazano Cr976A;['295/80R22', '295 80 R22', 'Trazano', 'Cr976A'];\b295[/\s-]?80\s*R?\s*22\b;46226
47134;Trazano;H188;225;75;16;225 75 r16;;pneu 225 75 r16 Trazano H188;['225/75R16', '225 75 R16', 'Trazano', 'H188'];\b225[/\s-]?75\s*R?\s*16\b;47134
46787;Trazano;Sa37;205;55;17;205 55 r17;;pneu 205 55 r17 Trazano Sa37;['205/55R17', '205 55 R17', 'Trazano', 'Sa37'];\b205[/\s-]?55\s*R?\s*17\b;46787
34374;Triangle;Te301;175;65;15;175 65 r15;;pneu 175 65 r15 Triangle Te301;['175/65R15', '175 65 R15', 'Triangle', 'Te301'];\b175[/\s-]?65\s*R?\s*15\b;34374
48150;Triangle;Te307;205;70;15;205 70 r15;;pneu 205 70 r15 Triangle Te307;['205/70R15', '205 70 R15', 'Triangle', 'Te307'];\b205[/\s-]?70\s*R?\s*15\b;48150
47740;Valeo;Vf26;207;1;5;207 1 r5;;pneu 207 1 r5 Valeo Vf26;['207/1R5', '207 1 R5', 'Valeo', 'Vf26'];\b207[/\s-]?1\s*R?\s*5\b;47740
32219;Viemar;503112;408;1;13;408 1 r13;;pneu 408 1 r13 Viemar 503112;['408/1R13', '408 1 R13', 'Viemar', '503112'];\b408[/\s-]?1\s*R?\s*13\b;7899013309513
35434;Wanli;As028;225;60;18;225 60 r18;;pneu 225 60 r18 Wanli As028;['225/60R18', '225 60 R18', 'Wanli', 'As028'];\b225[/\s-]?60\s*R?\s*18\b;35434
27229;Wanli;H220;215;60;17;215 60 r17;;pneu 215 60 r17 Wanli H220;['215/60R17', '215 60 R17', 'Wanli', 'H220'];\b215[/\s-]?60\s*R?\s*17\b;27229
26009;Wanli;Sa302;205;45;17;205 45 r17;;pneu 205 45 r17 Wanli Sa302;['205/45R17', '205 45 R17', 'Wanli', 'Sa302'];\b205[/\s-]?45\s*R?\s*17\b;26009
27771;Wanli;Sa302;205;50;17;205 50 r17;;pneu 205 50 r17 Wanli Sa302;['205/50R17', '205 50 R17', 'Wanli', 'Sa302'];\b205[/\s-]?50\s*R?\s*17\b;27771
26627;Wanli;Sa302;225;40;18;225 40 r18;;pneu 225 40 r18 Wanli Sa302;['225/40R18', '225 40 R18', 'Wanli', 'Sa302'];\b225[/\s-]?40\s*R?\s*18\b;26627
24344;Wanli;Sa302;225;45;18;225 45 r18;;pneu 225 45 r18 Wanli Sa302;['225/45R18', '225 45 R18', 'Wanli', 'Sa302'];\b225[/\s-]?45\s*R?\s*18\b;24344
26852;Wanli;Sa302;235;45;18;235 45 r18;;pneu 235 45 r18 Wanli Sa302;['235/45R18', '235 45 R18', 'Wanli', 'Sa302'];\b235[/\s-]?45\s*R?\s*18\b;26852
40059;Wanli;Sl106;225;65;16;225 65 r16;;pneu 225 65 r16 Wanli Sl106;['225/65R16', '225 65 R16', 'Wanli', 'Sl106'];\b225[/\s-]?65\s*R?\s*16\b;40059
45003;Wanli;Sl106 (Ec);205;70;15;205 70 r15;;pneu 205 70 r15 Wanli Sl106 (Ec);['205/70R15', '205 70 R15', 'Wanli', 'Sl106 (Ec)'];\b205[/\s-]?70\s*R?\s*15\b;45003
39911;Wanli;Sp026;195;60;15;195 60 r15;;pneu 195 60 r15 Wanli Sp026;['195/60R15', '195 60 R15', 'Wanli', 'Sp026'];\b195[/\s-]?60\s*R?\s*15\b;39911
29213;Wanli;Sp026;215;65;16;215 65 r16;;pneu 215 65 r16 Wanli Sp026;['215/65R16', '215 65 R16', 'Wanli', 'Sp026'];\b215[/\s-]?65\s*R?\s*16\b;29213
43947;Wanli;Su006 A/T L. Branca;265;70;16;265 70 r16;;pneu 265 70 r16 Wanli Su006 A/T L. Branca;['265/70R16', '265 70 R16', 'Wanli', 'Su006 A/T L. Branca'];\b265[/\s-]?70\s*R?\s*16\b;43947
47965;Wanli;Su009 A/T;205;60;16;205 60 r16;;pneu 205 60 r16 Wanli Su009 A/T;['205/60R16', '205 60 R16', 'Wanli', 'Su009 A/T'];\b205[/\s-]?60\s*R?\s*16\b;47965
37849;Wanli;Su025;235;60;16;235 60 r16;;pneu 235 60 r16 Wanli Su025;['235/60R16', '235 60 R16', 'Wanli', 'Su025'];\b235[/\s-]?60\s*R?\s*16\b;37849
24358;Wanli;Su025;235;75;15;235 75 r15;;pneu 235 75 r15 Wanli Su025;['235/75R15', '235 75 R15', 'Wanli', 'Su025'];\b235[/\s-]?75\s*R?\s*15\b;6950306361609
38538;Wanli;Su025 Rangetour Plus;225;65;17;225 65 r17;;pneu 225 65 r17 Wanli Su025 Rangetour Plus;['225/65R17', '225 65 R17', 'Wanli', 'Su025 Rangetour Plus'];\b225[/\s-]?65\s*R?\s*17\b;38538
41748;Westlake;Rp18;175;75;13;175 75 r13;;pneu 175 75 r13 Westlake Rp18;['175/75R13', '175 75 R13', 'Westlake', 'Rp18'];\b175[/\s-]?75\s*R?\s*13\b;41748
47254;Westlake;Z108;205;45;17;205 45 r17;;pneu 205 45 r17 Westlake Z108;['205/45R17', '205 45 R17', 'Westlake', 'Z108'];\b205[/\s-]?45\s*R?\s*17\b;47254
48155;Westlake;Z-108;205;65;16;205 65 r16;;pneu 205 65 r16 Westlake Z-108;['205/65R16', '205 65 R16', 'Westlake', 'Z-108'];\b205[/\s-]?65\s*R?\s*16\b;48155
48263;Westlake;Zupereco Z108;195;50;15;195 50 r15;;pneu 195 50 r15 Westlake Zupereco Z108;['195/50R15', '195 50 R15', 'Westlake', 'Zupereco Z108'];\b195[/\s-]?50\s*R?\s*15\b;48263
46537;Westlake;Zuperecoz108;185;60;14;185 60 r14;;pneu 185 60 r14 Westlake Zuperecoz108;['185/60R14', '185 60 R14', 'Westlake', 'Zuperecoz108'];\b185[/\s-]?60\s*R?\s*14\b;46537
